2022-09-25 12:00:29.473 [ConsumeMessageThread_topic_transaction_ins_group_posting_12] ERROR [,] c.s.f.t.integration.urule.impl.URuleClientImpl - Invoke rule engine fail.
2022-12-01 12:00:15.891 [SOFA-SEV-BOLT-BIZ-12200-7-T13] ERROR [0a52563b166991401554526021,0] c.s.f.c.c.b.service.impl.UAuthorizationServiceImpl - authFailed, req:{"accountBookId":"13130011000015868976","accountId":"13130011000015867978","amountList":[{"amount":{"amountInBaseUnit":7900.00,"amountInBaseUnitToString":"7900.00","amountInMnrUnits":790000,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"direction":"POSITIVE","fundType":"FEE","positiveAmount":true}],"authReferenceId":"20221225-131300200001622197","cardId":"131300100001622097","customerId":"1313001000008197","entityId":"COCC20230000","extContext":{"S_ACC_STATUS_CONTROL":{}},"requestId":"22102500014001131300009710062478","source":"CC_CS","tenantId":"STCOFINCORE0","txnType":"INNER"}, resp:{"code":"ST022COBSFDCC200","message":"The credit line is insufficient","success":false}
2022-12-01 12:00:15.891 [SOFA-SEV-BOLT-BIZ-12200-7-T13] ERROR [0a52563b166991401554526021,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountBookId":"13130011000015868976","accountId":"13130011000015867978","accountingDate":"20221225","activationDate":1664085600000,"cardId":"131300100001622097","cardRealId":"131300200001622197","chargeAmount":790000,"chargeApply":{"accountBookId":"13130011000015868976","accountId":"13130011000015867978","accountingDate":"20221225","chargeId":"22102500014001131300009710062478","chargeSubType":"MANAGEMENT_FEE","entityId":"COCC20230000","isDeleted":0,"productCode":"STCCOL001","referenceId":"20221225-131300200001622197","source":"CREDIT_CARD_CS","tenantId":"STCOFINCORE0"},"chargeDetailType":"MANAGEMENT_FEE","chargeTransaction":{"accountBookId":"13130011000015868976","accountId":"13130011000015867978","accountingDate":"20221225","billingAmount":790000,"billingCcy":"COP","entityId":"COCC20230000","orderId":"22102500014001131300009710062478","productCode":"STCCOL001","tenantId":"STCOFINCORE0","transactionId":"22102500014002131300009766582827","transactionType":""},"chargeType":"FEE","currencyCode":"COP","currentState":"AUTH_STATE","customerId":"1313001000008197","direction":"POSITIVE","entityId":"COCC20230000","feeResult":{"accountBookId":"13130011000015868976","accountId":"13130011000015867978","adjReason":"Management Fee of Card","amount":1000000,"currencyCode":"COP","entityId":"COCC20230000","feeAmount":{"amountInBaseUnit":7900.00,"amountInBaseUnitToString":"7900.00","amountInMnrUnits":790000,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"feeId":"22102500008001131300009751363402","feeMainType":"CREDIT_CARD_FEE","feeRefundAmount":{"amountInBaseUnit":0.00,"amountInBaseUnitToString":"0.00","amountInMnrUnits":0,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"feeRefundStatus":"REFUND_NONE","feeSubType":"MANAGEMENT_FEE","needTaxCalculate":true,"referenceId":"20221225-131300200001622197","requestId":"22102500014001131300009710062478","source":"CHARGE","taxAmount":{"amountInBaseUnit":0.00,"amountInBaseUnitToString":"0.00","amountInMnrUnits":0,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"taxStatus":"TAX_NONE","tenantId":"STCOFINCORE0","version":0},"finish":false,"itemCode":"STCCOL001ITEM01","processTime":2,"productCode":"STCCOL001","referenceId":"20221225-131300200001622197","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","taxAccrualAmount":0,"tenantId":"STCOFINCORE0","vatResult":{"amount":{"amountInBaseUnit":0.00,"amountInBaseUnitToString":"0.00","amountInMnrUnits":0,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"currencyCode":"COP","id":"22102500007007131300009735503977","referenceId":"20221225-131300200001622197","source":"CHARGE"}}, messageThe credit line is insufficient, exception:com.stori.fundcore.exception.BaseRuntimeException: The credit line is insufficient
2022-12-01 12:00:16.306 [SOFA-SEV-BOLT-BIZ-12200-7-T181] ERROR [0a52563b166991401565426091,0] c.s.f.c.c.b.service.impl.UAuthorizationServiceImpl - authFailed, req:{"accountBookId":"13130011000018718236","accountId":"13130011000018717238","amountList":[{"amount":{"amountInBaseUnit":7900.00,"amountInBaseUnitToString":"7900.00","amountInMnrUnits":790000,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"direction":"POSITIVE","fundType":"FEE","positiveAmount":true}],"authReferenceId":"20221225-131300200001910623","cardId":"131300100001910523","customerId":"1313001000009623","entityId":"COCC20230000","extContext":{"S_ACC_STATUS_CONTROL":{"accountStatus":"DISABLED","balance":{"currencyNumericCode":170,"amountInMnrUnits":0,"amountInBaseUnit":0.00,"currency":"COP","ccyMnrUnitsFactor":100,"amountInBaseUnitToString":"0.00","currencyCode":"COP"},"accountNo":"13130011000018717238","tenantId":"STCOFINCORE0","updateTimeLocal":1734716904000,"entityId":"COCC20230000","openDate":1664125217000,"blockCodeDTOList":[],"availableBalance":{"$ref":"$.extContext.S\\_ACC\\_STATUS\\_CONTROL.balance"},"direction":"D"}},"requestId":"22092500014001131300002308121388","source":"CC_CS","tenantId":"STCOFINCORE0","txnType":"INNER"}, resp:{"code":"ST022COBSFDCC757","message":"Account Status Invalid. Reason: disabled","success":false}
2022-12-01 12:00:16.307 [SOFA-SEV-BOLT-BIZ-12200-7-T181] ERROR [0a52563b166991401565426091,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountBookId":"13130011000018718236","accountId":"13130011000018717238","accountingDate":"20221225","activationDate":1664085600000,"cardId":"131300100001910523","cardRealId":"131300200001910623","chargeAmount":790000,"chargeApply":{"accountBookId":"13130011000018718236","accountId":"13130011000018717238","accountingDate":"20221225","chargeId":"22092500014001131300002308121388","chargeSubType":"MANAGEMENT_FEE","entityId":"COCC20230000","isDeleted":0,"productCode":"STCCOL001","referenceId":"20221225-131300200001910623","source":"CREDIT_CARD_CS","tenantId":"STCOFINCORE0"},"chargeDetailType":"MANAGEMENT_FEE","chargeTransaction":{"accountBookId":"13130011000018718236","accountId":"13130011000018717238","accountingDate":"20221225","billingAmount":790000,"billingCcy":"COP","entityId":"COCC20230000","orderId":"22092500014001131300002308121388","productCode":"STCCOL001","tenantId":"STCOFINCORE0","transactionId":"22092500014002131300002366520546","transactionType":""},"chargeType":"FEE","currencyCode":"COP","currentState":"AUTH_STATE","customerId":"1313001000009623","direction":"POSITIVE","entityId":"COCC20230000","feeResult":{"accountBookId":"13130011000018718236","accountId":"13130011000018717238","adjReason":"Management Fee of Card","amount":20000000,"currencyCode":"COP","entityId":"COCC20230000","feeAmount":{"amountInBaseUnit":7900.00,"amountInBaseUnitToString":"7900.00","amountInMnrUnits":790000,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"feeId":"22092500008001131300002351512844","feeMainType":"CREDIT_CARD_FEE","feeRefundAmount":{"amountInBaseUnit":0.00,"amountInBaseUnitToString":"0.00","amountInMnrUnits":0,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"feeRefundStatus":"REFUND_NONE","feeSubType":"MANAGEMENT_FEE","needTaxCalculate":true,"referenceId":"20221225-131300200001910623","requestId":"22092500014001131300002308121388","source":"CHARGE","taxAmount":{"amountInBaseUnit":0.00,"amountInBaseUnitToString":"0.00","amountInMnrUnits":0,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"taxStatus":"TAX_NONE","tenantId":"STCOFINCORE0","version":0},"finish":false,"itemCode":"STCCOL001ITEM01","processTime":3,"productCode":"STCCOL001","referenceId":"20221225-131300200001910623","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","taxAccrualAmount":0,"tenantId":"STCOFINCORE0","vatResult":{"amount":{"amountInBaseUnit":0.00,"amountInBaseUnitToString":"0.00","amountInMnrUnits":0,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"currencyCode":"COP","id":"22092500007007131300002336227136","referenceId":"20221225-131300200001910623","source":"CHARGE"}}, messageAccount Status Invalid. Reason: disabled, exception:com.stori.fundcore.exception.BaseRuntimeException: Account Status Invalid. Reason: disabled
2022-12-01 12:00:16.742 [SOFA-SEV-BOLT-BIZ-12200-7-T154] ERROR [0a52563b166991401636626521,0] c.s.f.c.c.b.service.impl.UAuthorizationServiceImpl - authFailed, req:{"accountBookId":"13130011000018546363","accountId":"13130011000018545365","amountList":[{"amount":{"amountInBaseUnit":14900.00,"amountInBaseUnitToString":"14900.00","amountInMnrUnits":1490000,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"direction":"POSITIVE","fundType":"FEE","positiveAmount":true}],"authReferenceId":"20221225-131300200001893136","cardId":"131300100001893036","customerId":"1313001000009536","entityId":"COCC20230000","extContext":{"S_ACC_STATUS_CONTROL":{"accountStatus":"DISABLED","balance":{"currencyNumericCode":170,"amountInMnrUnits":0,"amountInBaseUnit":0.00,"currency":"COP","ccyMnrUnitsFactor":100,"amountInBaseUnitToString":"0.00","currencyCode":"COP"},"accountNo":"13130011000018545365","tenantId":"STCOFINCORE0","updateTimeLocal":1734625014000,"entityId":"COCC20230000","openDate":1664125218000,"blockCodeDTOList":[],"availableBalance":{"$ref":"$.extContext.S\\_ACC\\_STATUS\\_CONTROL.balance"},"direction":"D"}},"requestId":"22092500014001131300003609330564","source":"CC_CS","tenantId":"STCOFINCORE0","txnType":"INNER"}, resp:{"code":"ST022COBSFDCC757","message":"Account Status Invalid. Reason: disabled","success":false}
2022-12-01 12:00:16.743 [SOFA-SEV-BOLT-BIZ-12200-7-T154] ERROR [0a52563b166991401636626521,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountBookId":"13130011000018546363","accountId":"13130011000018545365","accountingDate":"20221225","activationDate":1664085600000,"cardId":"131300100001893036","cardRealId":"131300200001893136","chargeAmount":1490000,"chargeApply":{"accountBookId":"13130011000018546363","accountId":"13130011000018545365","accountingDate":"20221225","chargeId":"22092500014001131300003609330564","chargeSubType":"MANAGEMENT_FEE","entityId":"COCC20230000","isDeleted":0,"productCode":"STCCOL001","referenceId":"20221225-131300200001893136","source":"CREDIT_CARD_CS","tenantId":"STCOFINCORE0"},"chargeDetailType":"MANAGEMENT_FEE","chargeTransaction":{"accountBookId":"13130011000018546363","accountId":"13130011000018545365","accountingDate":"20221225","billingAmount":1490000,"billingCcy":"COP","entityId":"COCC20230000","orderId":"22092500014001131300003609330564","productCode":"STCCOL001","tenantId":"STCOFINCORE0","transactionId":"22092500014002131300003667513171","transactionType":""},"chargeType":"FEE","currencyCode":"COP","currentState":"AUTH_STATE","customerId":"1313001000009536","direction":"POSITIVE","entityId":"COCC20230000","feeResult":{"accountBookId":"13130011000018546363","accountId":"13130011000018545365","adjReason":"Management Fee of Card","amount":30000000,"currencyCode":"COP","entityId":"COCC20230000","feeAmount":{"amountInBaseUnit":14900.00,"amountInBaseUnitToString":"14900.00","amountInMnrUnits":1490000,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"feeId":"22092500008001131300003652401029","feeMainType":"CREDIT_CARD_FEE","feeRefundAmount":{"amountInBaseUnit":0.00,"amountInBaseUnitToString":"0.00","amountInMnrUnits":0,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"feeRefundStatus":"REFUND_NONE","feeSubType":"MANAGEMENT_FEE","needTaxCalculate":true,"referenceId":"20221225-131300200001893136","requestId":"22092500014001131300003609330564","source":"CHARGE","taxAmount":{"amountInBaseUnit":0.00,"amountInBaseUnitToString":"0.00","amountInMnrUnits":0,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"taxStatus":"TAX_NONE","tenantId":"STCOFINCORE0","version":0},"finish":false,"itemCode":"STCCOL001ITEM01","processTime":3,"productCode":"STCCOL001","referenceId":"20221225-131300200001893136","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","taxAccrualAmount":0,"tenantId":"STCOFINCORE0","vatResult":{"amount":{"amountInBaseUnit":0.00,"amountInBaseUnitToString":"0.00","amountInMnrUnits":0,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"currencyCode":"COP","id":"22092500007007131300003636376222","referenceId":"20221225-131300200001893136","source":"CHARGE"}}, messageAccount Status Invalid. Reason: disabled, exception:com.stori.fundcore.exception.BaseRuntimeException: Account Status Invalid. Reason: disabled
2022-12-01 12:01:24.465 [SOFA-SEV-BOLT-BIZ-12200-7-T13] ERROR [0a5254e1166991408390976891,0] c.s.f.c.c.b.service.impl.UAuthorizationServiceImpl - authFailed, req:{"accountBookId":"13130011000015864959","accountId":"13130011000015863951","amountList":[{"amount":{"amountInBaseUnit":7900.00,"amountInBaseUnitToString":"7900.00","amountInMnrUnits":790000,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"direction":"POSITIVE","fundType":"FEE","positiveAmount":true}],"authReferenceId":"20221225-131300200001621795","cardId":"131300100001621695","customerId":"1313001000008195","entityId":"COCC20230000","extContext":{"S_ACC_STATUS_CONTROL":{}},"requestId":"22102500014001131300009509890594","source":"CC_CS","tenantId":"STCOFINCORE0","txnType":"INNER"}, resp:{"code":"ST022COBSFDCC200","message":"The credit line is insufficient","success":false}
2022-12-01 12:01:24.466 [SOFA-SEV-BOLT-BIZ-12200-7-T13] ERROR [0a5254e1166991408390976891,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountBookId":"13130011000015864959","accountId":"13130011000015863951","accountingDate":"20221225","activationDate":1664085600000,"cardId":"131300100001621695","cardRealId":"131300200001621795","chargeAmount":790000,"chargeApply":{"accountBookId":"13130011000015864959","accountId":"13130011000015863951","accountingDate":"20221225","chargeId":"22102500014001131300009509890594","chargeSubType":"MANAGEMENT_FEE","entityId":"COCC20230000","isDeleted":0,"productCode":"STCCOL001","referenceId":"20221225-131300200001621795","source":"CREDIT_CARD_CS","tenantId":"STCOFINCORE0"},"chargeDetailType":"MANAGEMENT_FEE","chargeTransaction":{"accountBookId":"13130011000015864959","accountId":"13130011000015863951","accountingDate":"20221225","billingAmount":790000,"billingCcy":"COP","entityId":"COCC20230000","orderId":"22102500014001131300009509890594","productCode":"STCCOL001","tenantId":"STCOFINCORE0","transactionId":"22102500014002131300009567464340","transactionType":""},"chargeType":"FEE","currencyCode":"COP","currentState":"AUTH_STATE","customerId":"1313001000008195","direction":"POSITIVE","entityId":"COCC20230000","feeResult":{"accountBookId":"13130011000015864959","accountId":"13130011000015863951","adjReason":"Management Fee of Card","amount":1000000,"currencyCode":"COP","entityId":"COCC20230000","feeAmount":{"amountInBaseUnit":7900.00,"amountInBaseUnitToString":"7900.00","amountInMnrUnits":790000,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"feeId":"22102500008001131300009551302966","feeMainType":"CREDIT_CARD_FEE","feeRefundAmount":{"amountInBaseUnit":0.00,"amountInBaseUnitToString":"0.00","amountInMnrUnits":0,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"feeRefundStatus":"REFUND_NONE","feeSubType":"MANAGEMENT_FEE","needTaxCalculate":true,"referenceId":"20221225-131300200001621795","requestId":"22102500014001131300009509890594","source":"CHARGE","taxAmount":{"amountInBaseUnit":0.00,"amountInBaseUnitToString":"0.00","amountInMnrUnits":0,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"taxStatus":"TAX_NONE","tenantId":"STCOFINCORE0","version":0},"finish":false,"itemCode":"STCCOL001ITEM01","processTime":2,"productCode":"STCCOL001","referenceId":"20221225-131300200001621795","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","taxAccrualAmount":0,"tenantId":"STCOFINCORE0","vatResult":{"amount":{"amountInBaseUnit":0.00,"amountInBaseUnitToString":"0.00","amountInMnrUnits":0,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"currencyCode":"COP","id":"22102500007007131300009537443861","referenceId":"20221225-131300200001621795","source":"CHARGE"}}, messageThe credit line is insufficient, exception:com.stori.fundcore.exception.BaseRuntimeException: The credit line is insufficient
2022-12-01 12:01:24.770 [SOFA-SEV-BOLT-BIZ-12200-7-T108] ERROR [0a5254e1166991408424877121,0] c.s.f.c.c.b.service.impl.UAuthorizationServiceImpl - authFailed, req:{"accountBookId":"13130011000015908178","accountId":"13130011000015907170","amountList":[{"amount":{"amountInBaseUnit":7900.00,"amountInBaseUnitToString":"7900.00","amountInMnrUnits":790000,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"direction":"POSITIVE","fundType":"FEE","positiveAmount":true}],"authReferenceId":"20221225-131300200001626117","cardId":"131300100001626017","customerId":"1313001000008217","entityId":"COCC20230000","extContext":{"S_ACC_STATUS_CONTROL":{}},"requestId":"22102500014001131300001710309349","source":"CC_CS","tenantId":"STCOFINCORE0","txnType":"INNER"}, resp:{"code":"ST022COBSFDCC200","message":"The credit line is insufficient","success":false}
2022-12-01 12:01:24.770 [SOFA-SEV-BOLT-BIZ-12200-7-T108] ERROR [0a5254e1166991408424877121,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountBookId":"13130011000015908178","accountId":"13130011000015907170","accountingDate":"20221225","activationDate":1664085600000,"cardId":"131300100001626017","cardRealId":"131300200001626117","chargeAmount":790000,"chargeApply":{"accountBookId":"13130011000015908178","accountId":"13130011000015907170","accountingDate":"20221225","chargeId":"22102500014001131300001710309349","chargeSubType":"MANAGEMENT_FEE","entityId":"COCC20230000","isDeleted":0,"productCode":"STCCOL001","referenceId":"20221225-131300200001626117","source":"CREDIT_CARD_CS","tenantId":"STCOFINCORE0"},"chargeDetailType":"MANAGEMENT_FEE","chargeTransaction":{"accountBookId":"13130011000015908178","accountId":"13130011000015907170","accountingDate":"20221225","billingAmount":790000,"billingCcy":"COP","entityId":"COCC20230000","orderId":"22102500014001131300001710309349","productCode":"STCCOL001","tenantId":"STCOFINCORE0","transactionId":"22102500014002131300001767680984","transactionType":""},"chargeType":"FEE","currencyCode":"COP","currentState":"AUTH_STATE","customerId":"1313001000008217","direction":"POSITIVE","entityId":"COCC20230000","feeResult":{"accountBookId":"13130011000015908178","accountId":"13130011000015907170","adjReason":"Management Fee of Card","amount":1000000,"currencyCode":"COP","entityId":"COCC20230000","feeAmount":{"amountInBaseUnit":7900.00,"amountInBaseUnitToString":"7900.00","amountInMnrUnits":790000,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"feeId":"22102500008001131300001753552164","feeMainType":"CREDIT_CARD_FEE","feeRefundAmount":{"amountInBaseUnit":0.00,"amountInBaseUnitToString":"0.00","amountInMnrUnits":0,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"feeRefundStatus":"REFUND_NONE","feeSubType":"MANAGEMENT_FEE","needTaxCalculate":true,"referenceId":"20221225-131300200001626117","requestId":"22102500014001131300001710309349","source":"CHARGE","taxAmount":{"amountInBaseUnit":0.00,"amountInBaseUnitToString":"0.00","amountInMnrUnits":0,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"taxStatus":"TAX_NONE","tenantId":"STCOFINCORE0","version":0},"finish":false,"itemCode":"STCCOL001ITEM01","processTime":3,"productCode":"STCCOL001","referenceId":"20221225-131300200001626117","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","taxAccrualAmount":0,"tenantId":"STCOFINCORE0","vatResult":{"amount":{"amountInBaseUnit":0.00,"amountInBaseUnitToString":"0.00","amountInMnrUnits":0,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"currencyCode":"COP","id":"22102500007007131300001735645570","referenceId":"20221225-131300200001626117","source":"CHARGE"}}, messageThe credit line is insufficient, exception:com.stori.fundcore.exception.BaseRuntimeException: The credit line is insufficient
2022-12-01 12:01:25.234 [SOFA-SEV-BOLT-BIZ-12200-7-T29] ERROR [0a5254e1166991408457277281,0] c.s.f.c.c.b.service.impl.UAuthorizationServiceImpl - authFailed, req:{"accountBookId":"13130011000015862946","accountId":"13130011000015861948","amountList":[{"amount":{"amountInBaseUnit":7900.00,"amountInBaseUnitToString":"7900.00","amountInMnrUnits":790000,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"direction":"POSITIVE","fundType":"FEE","positiveAmount":true}],"authReferenceId":"20221225-131300200001621594","cardId":"131300100001621494","customerId":"1313001000008194","entityId":"COCC20230000","extContext":{"S_ACC_STATUS_CONTROL":{}},"requestId":"22102500014001131300009408284486","source":"CC_CS","tenantId":"STCOFINCORE0","txnType":"INNER"}, resp:{"code":"ST022COBSFDCC200","message":"The credit line is insufficient","success":false}
2022-12-01 12:01:25.235 [SOFA-SEV-BOLT-BIZ-12200-7-T29] ERROR [0a5254e1166991408457277281,0] c.s.f.c.charge.biz.statemachine.aop.StateAspect - state handle exception, context:{"accountBookId":"13130011000015862946","accountId":"13130011000015861948","accountingDate":"20221225","activationDate":1664085600000,"cardId":"131300100001621494","cardRealId":"131300200001621594","chargeAmount":790000,"chargeApply":{"accountBookId":"13130011000015862946","accountId":"13130011000015861948","accountingDate":"20221225","chargeId":"22102500014001131300009408284486","chargeSubType":"MANAGEMENT_FEE","entityId":"COCC20230000","isDeleted":0,"productCode":"STCCOL001","referenceId":"20221225-131300200001621594","source":"CREDIT_CARD_CS","tenantId":"STCOFINCORE0"},"chargeDetailType":"MANAGEMENT_FEE","chargeTransaction":{"accountBookId":"13130011000015862946","accountId":"13130011000015861948","accountingDate":"20221225","billingAmount":790000,"billingCcy":"COP","entityId":"COCC20230000","orderId":"22102500014001131300009408284486","productCode":"STCCOL001","tenantId":"STCOFINCORE0","transactionId":"22102500014002131300009468574830","transactionType":""},"chargeType":"FEE","currencyCode":"COP","currentState":"AUTH_STATE","customerId":"1313001000008194","direction":"POSITIVE","entityId":"COCC20230000","feeResult":{"accountBookId":"13130011000015862946","accountId":"13130011000015861948","adjReason":"Management Fee of Card","amount":1000000,"currencyCode":"COP","entityId":"COCC20230000","feeAmount":{"amountInBaseUnit":7900.00,"amountInBaseUnitToString":"7900.00","amountInMnrUnits":790000,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"feeId":"22102500008001131300009451450661","feeMainType":"CREDIT_CARD_FEE","feeRefundAmount":{"amountInBaseUnit":0.00,"amountInBaseUnitToString":"0.00","amountInMnrUnits":0,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"feeRefundStatus":"REFUND_NONE","feeSubType":"MANAGEMENT_FEE","needTaxCalculate":true,"referenceId":"20221225-131300200001621594","requestId":"22102500014001131300009408284486","source":"CHARGE","taxAmount":{"amountInBaseUnit":0.00,"amountInBaseUnitToString":"0.00","amountInMnrUnits":0,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"taxStatus":"TAX_NONE","tenantId":"STCOFINCORE0","version":0},"finish":false,"itemCode":"STCCOL001ITEM01","processTime":2,"productCode":"STCCOL001","referenceId":"20221225-131300200001621594","source":"CREDIT_CARD_CS","subheadCode":"STCCOL001ITEM01SUB01","taxAccrualAmount":0,"tenantId":"STCOFINCORE0","vatResult":{"amount":{"amountInBaseUnit":0.00,"amountInBaseUnitToString":"0.00","amountInMnrUnits":0,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"currencyCode":"COP","id":"22102500007007131300009433208336","referenceId":"20221225-131300200001621594","source":"CHARGE"}}, messageThe credit line is insufficient, exception:com.stori.fundcore.exception.BaseRuntimeException: The credit line is insufficient
2022-12-01 12:01:25.882 [SOFA-SEV-BOLT-BIZ-12200-7-T13] ERROR [0a5254e1166991408530677651,0] c.s.f.c.c.b.service.impl.UAuthorizationServiceImpl - authFailed, req:{"accountBookId":"13130011000015860932","accountId":"13130011000015859934","amountList":[{"amount":{"amountInBaseUnit":7900.00,"amountInBaseUnitToString":"7900.00","amountInMnrUnits":790000,"ccyMnrUnitsFactor":100,"currency":"COP","currencyCode":"COP","currencyNumericCode":170},"direction":"POSITIVE","fundType":"FEE","positiveAmount":true}],"authReferenceId":"20221225-131300200001621393","cardId":"131300100001621293","customerId":"1313001000008193","entityId":"COCC20230000","extContext":{"S_ACC_STATUS_CONTROL":{}},"requestId":"22102500014001131300009310392097","source":"CC_CS","tenantId":"STCOFINCORE0","txnType":"INNER"}, resp:{"code":"ST022COBSFDCC200","message":"The credit line is insufficient","success":false}
